Lower layer Super Output Areas Code,Lower layer Super Output Areas,Observation
E01007209,Wirral 009D,2410.6
E01007210,Wirral 006C,1338
E01007211,Wirral 004A,4502.1
E01007212,Wirral 007A,8148.4
E01007213,Wirral 007B,4736.5
E01007214,Wirral 007C,6531.3
E01007215,Wirral 005A,5953.1
E01007216,Wirral 005B,9257.9
E01007217,Wirral 007D,7893.5
E01007218,Wirral 002A,11020.3
E01007219,Wirral 005C,9940.2
E01007220,Wirral 005D,11558.9
E01007221,Wirral 012B,5023.9
E01007222,Wirral 013C,4293.8
E01007223,Wirral 013D,740.6
E01007224,Wirral 017A,2220.3
E01007225,Wirral 012C,5154.8
E01007226,Wirral 017B,4349.1
E01007227,Wirral 012D,2864.4
E01007228,Wirral 012E,4019
E01007229,Wirral 001A,9245
E01007230,Wirral 001B,4047
E01007231,Wirral 001C,5873.9
E01007232,Wirral 002B,6755.9
E01007233,Wirral 002C,8226.2
E01007234,Wirral 002D,7379.3
E01007235,Wirral 004B,6304.2
E01007236,Wirral 002E,5668.2
E01007237,Wirral 001D,3674.3
E01007238,Wirral 001E,7982.5
E01007239,Wirral 022C,7571
E01007240,Wirral 020C,4139.4
E01007241,Wirral 020D,2055.9
E01007242,Wirral 020E,3534.9
E01007243,Wirral 022D,4017.8
E01007244,Wirral 022E,11482.7
E01007245,Wirral 024B,3577.4
E01007246,Wirral 024C,5601.9
E01007247,Wirral 024D,3942.2
E01007248,Wirral 030A,4367.6
E01007249,Wirral 025A,5052.3
E01007250,Wirral 030B,5221.7
E01007251,Wirral 025B,1658.8
E01007252,Wirral 024E,1868.6
E01007253,Wirral 030C,3025.1
E01007254,Wirral 030D,1886.4
E01007255,Wirral 034B,354.8
E01007256,Wirral 034C,1563.1
E01007257,Wirral 025C,5978.8
E01007258,Wirral 028A,961.5
E01007259,Wirral 023A,4001.3
E01007260,Wirral 028B,4154.9
E01007261,Wirral 023B,557.1
E01007262,Wirral 028C,1727.1
E01007263,Wirral 026D,1247.5
E01007264,Wirral 023C,1949.4
E01007265,Wirral 017C,6289.7
E01007266,Wirral 023D,2796.3
E01007267,Wirral 023E,4555.4
E01007268,Wirral 023F,1179.9
E01007269,Wirral 010C,1613.4
E01007270,Wirral 010D,4946.1
E01007271,Wirral 010E,11230.6
E01007272,Wirral 008A,11200.6
E01007273,Wirral 008B,6617.9
E01007274,Wirral 008C,2550.4
E01007275,Wirral 005E,5542.6
E01007276,Wirral 007E,5561.4
E01007277,Wirral 008D,7282.3
E01007278,Wirral 008E,9872
E01007279,Wirral 034D,4694.3
E01007280,Wirral 033A,1024.4
E01007281,Wirral 028D,1884
E01007282,Wirral 026E,3788.3
E01007283,Wirral 028E,425.1
E01007284,Wirral 033B,333.4
E01007285,Wirral 033C,1240.8
E01007286,Wirral 034E,2534.1
E01007287,Wirral 033D,3272.7
E01007288,Wirral 037E,2783.8
E01007289,Wirral 031E,6679
E01007290,Wirral 027B,3541.8
E01007291,Wirral 021D,1790.5
E01007292,Wirral 021E,5317.1
E01007293,Wirral 027C,2917.5
E01007294,Wirral 021F,10519.4
E01007295,Wirral 027D,6029.3
E01007296,Wirral 027E,9096.7
E01007297,Wirral 018A,3845.2
E01007298,Wirral 018B,2615.8
E01007299,Wirral 017D,4170.5
E01007300,Wirral 019D,4659.8
E01007301,Wirral 018C,3826.2
E01007302,Wirral 018D,2478.8
E01007303,Wirral 025D,4115.4
E01007304,Wirral 025E,3029.3
E01007305,Wirral 018E,2982.4
E01007306,Wirral 017E,4370.8
E01007307,Wirral 003A,3028.6
E01007308,Wirral 003B,1529.6
E01007309,Wirral 006D,1205.2
E01007310,Wirral 004C,5430.9
E01007311,Wirral 004D,6540.3
E01007312,Wirral 003C,4265
E01007313,Wirral 003D,5760.1
E01007314,Wirral 004E,5602.5
E01007315,Wirral 003E,6477.8
E01007316,Wirral 004F,5776.8
E01012367,Halton 007A,3123.1
E01012368,Halton 003A,5029.9
E01012369,Halton 005A,4116.7
E01012370,Halton 007B,9604
E01012371,Halton 016A,3315
E01012372,Halton 016B,2033.1
E01012373,Halton 016C,2764.5
E01012374,Halton 002A,4017.5
E01012375,Halton 002B,3242.6
E01012376,Halton 002C,4009.5
E01012377,Halton 004A,5795.3
E01012378,Halton 006A,4190.1
E01012379,Halton 006B,5252.5
E01012380,Halton 006C,7174.8
E01012381,Halton 010A,4592.1
E01012382,Halton 010B,486
E01012383,Halton 013A,3451.3
E01012384,Halton 010C,3608.4
E01012385,Halton 009A,158.3
E01012386,Halton 009B,911.5
E01012387,Halton 009C,321.8
E01012388,Halton 006D,4725.2
E01012389,Halton 008A,3491.9
E01012390,Halton 004B,4584.8
E01012391,Halton 008B,360.4
E01012392,Halton 001A,1986.6
E01012393,Halton 001B,1226.7
E01012394,Halton 005B,5308.6
E01012395,Halton 001C,2385.9
E01012396,Halton 013B,5342.2
E01012397,Halton 013C,4241.9
E01012398,Halton 011A,4436.8
E01012399,Halton 013D,3974.4
E01012400,Halton 011B,6808.6
E01012401,Halton 008C,309.9
E01012402,Halton 011C,3519.6
E01012403,Halton 013E,6039
E01012404,Halton 011D,4277.7
E01012405,Halton 011E,5547.3
E01012406,Halton 015A,3050.3
E01012407,Halton 015B,4436.5
E01012408,Halton 013F,2484.2
E01012409,Halton 015C,2399.8
E01012410,Halton 003B,2276
E01012411,Halton 001D,3052.7
E01012412,Halton 003C,922.4
E01012413,Halton 003D,4478.8
E01012414,Halton 003E,5936.7
E01012415,Halton 016D,677.2
E01012416,Halton 012A,763.6
E01012417,Halton 012B,548.4
E01012418,Halton 016E,2158.6
E01012419,Halton 004C,7763
E01012420,Halton 004D,4699.9
E01012421,Halton 002D,3267.9
E01012422,Halton 004E,4674.1
E01012423,Halton 002E,5868.3
E01012424,Halton 007C,3903
E01012425,Halton 005C,6532.3
E01012426,Halton 005D,2259
E01012427,Halton 005E,2487.6
E01012429,Halton 012D,4001.7
E01012430,Halton 012E,4225.7
E01012431,Halton 012F,2691.4
E01012432,Halton 014A,4626.4
E01012433,Halton 014B,2664.3
E01012434,Halton 009D,3995.5
E01012435,Halton 009E,1654.2
E01012436,Halton 014C,4805.2
E01012437,Halton 015D,5450.6
E01012438,Halton 014D,4261.3
E01012439,Halton 015E,4412.8
E01012440,Halton 014E,1902.7
E01012441,Halton 007D,874.4
E01012442,Halton 006E,7037.7
E01012443,Halton 008D,874.9
E01012444,Halton 010D,3331.9
E01012445,Halton 010E,1765.7
E01012446,Warrington 025A,1072.2
E01012447,Warrington 025B,1644.9
E01012448,Warrington 024A,271
E01012449,Warrington 025C,1490.9
E01012450,Warrington 023A,2242.3
E01012451,Warrington 023B,4640.9
E01012452,Warrington 025D,518.3
E01012453,Warrington 013A,2426.5
E01012454,Warrington 013B,3304.2
E01012455,Warrington 013C,2625
E01012457,Warrington 013D,5965.7
E01012458,Warrington 018B,1431.8
E01012459,Warrington 005A,2138.2
E01012460,Warrington 004A,1150.6
E01012461,Warrington 005B,621.8
E01012462,Warrington 004B,1258.7
E01012463,Warrington 004C,768
E01012464,Warrington 004D,1622.1
E01012465,Warrington 005C,1652.7
E01012466,Warrington 005D,7036.2
E01012467,Warrington 003A,2264.4
E01012468,Warrington 003B,308.3
E01012469,Warrington 003C,153.3
E01012470,Warrington 003D,2525.1
E01012471,Warrington 001A,333.4
E01012472,Warrington 001B,275.9
E01012473,Warrington 002A,2670.1
E01012474,Warrington 002B,4014.8
E01012475,Warrington 002C,397.9
E01012476,Warrington 001C,312.6
E01012477,Warrington 001D,495.7
E01012478,Warrington 012A,3781
E01012479,Warrington 017A,3171.9
E01012480,Warrington 017B,3970.9
E01012481,Warrington 011A,7902.6
E01012482,Warrington 011B,5910.1
E01012483,Warrington 018C,6251.4
E01012485,Warrington 022A,5016.2
E01012486,Warrington 022B,4991.4
E01012487,Warrington 022C,5208.3
E01012488,Warrington 024B,295.6
E01012489,Warrington 022D,1131.2
E01012490,Warrington 022E,4358.1
E01012491,Warrington 015A,4735.4
E01012492,Warrington 015B,4789.9
E01012493,Warrington 015C,5544.5
E01012494,Warrington 015D,4369.9
E01012495,Warrington 016A,2897.8
E01012496,Warrington 016B,3640.2
E01012497,Warrington 016C,2399.2
E01012498,Warrington 016D,5827.3
E01012499,Warrington 016E,6985.4
E01012500,Warrington 015E,3868.3
E01012501,Warrington 016F,3511.4
E01012502,Warrington 024C,323.5
E01012503,Warrington 024D,202.5
E01012505,Warrington 020B,3445.5
E01012506,Warrington 020C,3508.1
E01012507,Warrington 020D,3534.7
E01012508,Warrington 020E,8032.2
E01012509,Warrington 018D,2425.1
E01012510,Warrington 017D,3216.1
E01012511,Warrington 017E,2799.8
E01012512,Warrington 018E,4735.5
E01012513,Warrington 021A,1250.8
E01012514,Warrington 021B,1666.4
E01012515,Warrington 021C,298.8
E01012516,Warrington 021D,2180.9
E01012517,Warrington 021E,1004.2
E01012518,Warrington 021F,388.4
E01012519,Warrington 021G,2459
E01012520,Warrington 011C,2908.1
E01012521,Warrington 008A,5835.5
E01012522,Warrington 008B,6663.5
E01012523,Warrington 011D,4352.5
E01012524,Warrington 011E,5979.9
E01012525,Warrington 011F,6338
E01012526,Warrington 006A,8402.5
E01012527,Warrington 019A,4433.2
E01012528,Warrington 019B,3081.2
E01012529,Warrington 019C,1861
E01012530,Warrington 019D,118.7
E01012531,Warrington 019E,3891.6
E01012532,Warrington 019F,3620.4
E01012533,Warrington 008C,8563.3
E01012534,Warrington 006B,6845
E01012535,Warrington 006C,7927.7
E01012536,Warrington 008D,5865.8
E01012537,Warrington 006D,5849.6
E01012538,Warrington 007A,2626.5
E01012539,Warrington 006E,791.1
E01012540,Warrington 007B,4307.5
E01012541,Warrington 007C,2247
E01012542,Warrington 007D,3905.1
E01012543,Warrington 007E,3177.5
E01012544,Warrington 007F,2407.8
E01012545,Warrington 008E,4260.1
E01012546,Warrington 008F,4842.7
E01012547,Warrington 012B,2912.5
E01012548,Warrington 012C,3374.4
E01012549,Warrington 012D,4474.2
E01012550,Warrington 012E,2036.1
E01012551,Warrington 014A,323.4
E01012552,Warrington 014B,4582.7
E01012553,Warrington 014C,449.5
E01012554,Warrington 002D,176.1
E01012555,Warrington 014D,1682.1
E01012556,Warrington 014E,2993.7
E01012557,Warrington 023C,5289.2
E01012558,Warrington 023D,4756.2
E01012559,Warrington 023E,3744.9
E01012560,Warrington 023F,4008.2
E01012561,Warrington 009A,1656
E01012562,Warrington 009B,1085
E01012563,Warrington 010A,2542.7
E01012564,Warrington 010B,1794.7
E01012566,Warrington 010D,5137.2
E01012569,Warrington 010E,3962.7
E01012570,Warrington 010F,2299.4
E01012571,Blackburn with Darwen 007A,11718.6
E01012572,Blackburn with Darwen 007B,6383.5
E01012573,Blackburn with Darwen 007C,16560.2
E01012574,Blackburn with Darwen 003A,9979.7
E01012575,Blackburn with Darwen 007D,2633.1
E01012576,Blackburn with Darwen 008A,3842.6
E01012577,Blackburn with Darwen 003B,12127.2
E01012578,Blackburn with Darwen 003C,9906.2
E01012579,Blackburn with Darwen 004A,10258.9
E01012580,Blackburn with Darwen 004B,11341.9
E01012581,Blackburn with Darwen 002A,2212.4
E01012582,Blackburn with Darwen 002B,4079.8
E01012583,Blackburn with Darwen 002C,2661.5
E01012584,Blackburn with Darwen 010A,540.3
E01012585,Blackburn with Darwen 005A,6446.1
E01012586,Blackburn with Darwen 005B,11219.8
E01012587,Blackburn with Darwen 002D,3914.9
E01012588,Blackburn with Darwen 002E,15325.5
E01012589,Blackburn with Darwen 014A,3686.9
E01012590,Blackburn with Darwen 014B,1929.7
E01012591,Blackburn with Darwen 014C,1136.6
E01012592,Blackburn with Darwen 018A,169.8
E01012593,Blackburn with Darwen 013A,4291.8
E01012594,Blackburn with Darwen 012A,6442.1
E01012595,Blackburn with Darwen 009A,4037.5
E01012596,Blackburn with Darwen 009B,10300.6
E01012597,Blackburn with Darwen 013B,2560.6
E01012598,Blackburn with Darwen 013C,2216.4
E01012599,Blackburn with Darwen 013D,2255.8
E01012600,Blackburn with Darwen 011A,3509
E01012601,Blackburn with Darwen 011B,4258.2
E01012602,Blackburn with Darwen 011C,2114.2
E01012603,Blackburn with Darwen 011D,4844.9
E01012604,Blackburn with Darwen 011E,4561.7
E01012605,Blackburn with Darwen 003D,13501.4
E01012606,Blackburn with Darwen 003E,2322.3
E01012607,Blackburn with Darwen 001A,953.9
E01012608,Blackburn with Darwen 001B,4137.6
E01012609,Blackburn with Darwen 010B,645.5
E01012610,Blackburn with Darwen 010C,2463.1
E01012611,Blackburn with Darwen 010D,143.1
E01012612,Blackburn with Darwen 010E,4356.6
E01012613,Blackburn with Darwen 010F,3654.8
E01012614,Blackburn with Darwen 017A,3434.1
E01012615,Blackburn with Darwen 017B,3453
E01012616,Blackburn with Darwen 017C,770.9
E01012617,Blackburn with Darwen 015A,3450.8
E01012618,Blackburn with Darwen 012B,3232.1
E01012619,Blackburn with Darwen 012C,5683.5
E01012620,Blackburn with Darwen 012D,1908.1
E01012621,Blackburn with Darwen 012E,8151.2
E01012622,Blackburn with Darwen 009C,4233.4
E01012623,Blackburn with Darwen 009D,6426.9
E01012624,Blackburn with Darwen 009E,4727.6
E01012625,Blackburn with Darwen 009F,4386.8
E01012628,Blackburn with Darwen 018D,34.9
E01012629,Blackburn with Darwen 006A,2564.1
E01012630,Blackburn with Darwen 007E,10610.5
E01012631,Blackburn with Darwen 006B,4354.5
E01012632,Blackburn with Darwen 011F,800.4
E01012633,Blackburn with Darwen 001C,2275.6
E01012634,Blackburn with Darwen 001D,4346.1
E01012635,Blackburn with Darwen 001E,3882.4
E01012636,Blackburn with Darwen 001F,1882.3
E01012637,Blackburn with Darwen 008B,2333.5
E01012638,Blackburn with Darwen 008C,5693.9
E01012639,Blackburn with Darwen 008D,4491.5
E01012640,Blackburn with Darwen 008E,6641.2
E01012641,Blackburn with Darwen 008F,5931.5
E01012642,Blackburn with Darwen 004C,9774.6
E01012643,Blackburn with Darwen 006C,3299.4
E01012644,Blackburn with Darwen 006D,6941.5
E01012645,Blackburn with Darwen 004D,10095.1
E01012646,Blackburn with Darwen 015B,5767.7
E01012647,Blackburn with Darwen 015C,3261.6
E01012648,Blackburn with Darwen 014D,3109.3
E01012649,Blackburn with Darwen 016A,3262.6
E01012650,Blackburn with Darwen 015D,10671.5
E01012651,Blackburn with Darwen 016B,6445.9
E01012652,Blackburn with Darwen 014E,1378.2
E01012653,Blackburn with Darwen 016C,627
E01012654,Blackburn with Darwen 016D,4063.8
E01012655,Blackburn with Darwen 006E,2912.6
E01012656,Blackburn with Darwen 005C,7693
E01012657,Blackburn with Darwen 005D,15362.3
E01012658,Blackburn with Darwen 005E,6693.4
E01012659,Blackburn with Darwen 017D,2515.8
E01012660,Blackburn with Darwen 017E,161.7
E01012661,Blackburn with Darwen 017F,6832
E01012662,Blackpool 002A,5103.1
E01012663,Blackpool 001A,3493.4
E01012664,Blackpool 001B,6196
E01012665,Blackpool 001C,4659.3
E01012666,Blackpool 003A,5010.8
E01012667,Blackpool 003B,5595
E01012668,Blackpool 003C,3488.3
E01012669,Blackpool 003D,3217.8
E01012670,Blackpool 011A,17001.1
E01012671,Blackpool 013A,4900
E01012672,Blackpool 013B,5719.5
E01012673,Blackpool 010A,8410.1
E01012674,Blackpool 013C,4916.7
E01012675,Blackpool 010B,11100.5
E01012676,Blackpool 009A,7663.3
E01012677,Blackpool 009B,6231.7
E01012678,Blackpool 008A,7036.3
E01012679,Blackpool 008B,10364.4
E01012680,Blackpool 008C,6270.8
E01012681,Blackpool 006A,4301.9
E01012682,Blackpool 008D,7785.4
E01012683,Blackpool 006B,7421.9
E01012684,Blackpool 008E,11904.4
E01012685,Blackpool 016A,3908.5
E01012686,Blackpool 014A,5700.9
E01012687,Blackpool 014B,2041.5
E01012688,Blackpool 014C,1456.1
E01012689,Blackpool 014D,4726.5
E01012690,Blackpool 004A,3976.4
E01012691,Blackpool 004B,4073.3
E01012692,Blackpool 004C,1949.1
E01012693,Blackpool 005A,4306.7
E01012694,Blackpool 016B,7192.9
E01012695,Blackpool 015A,9367.1
E01012696,Blackpool 016C,7645
E01012697,Blackpool 016D,4712
E01012698,Blackpool 016E,8136.3
E01012699,Blackpool 019A,6093.2
E01012700,Blackpool 019B,7662.5
E01012701,Blackpool 018A,4906.2
E01012702,Blackpool 019C,6345.6
E01012703,Blackpool 002B,4003.3
E01012704,Blackpool 002C,2479.4
E01012705,Blackpool 004D,3725.8
E01012706,Blackpool 002D,4316.6
E01012707,Blackpool 007A,4635.7
E01012708,Blackpool 009C,5837.9
E01012709,Blackpool 009D,7261.9
E01012710,Blackpool 009E,4452.1
E01012711,Blackpool 005B,4192.3
E01012712,Blackpool 012A,1457.8
E01012713,Blackpool 012B,1472.7
E01012714,Blackpool 014E,1114.1
E01012715,Blackpool 012C,5991
E01012716,Blackpool 001D,3162.1
E01012717,Blackpool 002E,2052.7
E01012718,Blackpool 003E,4247.5
E01012719,Blackpool 001E,5844.7
E01012720,Blackpool 007B,6011.5
E01012721,Blackpool 007C,7283.4
E01012722,Blackpool 009F,1195.7
E01012723,Blackpool 004E,2611.6
E01012724,Blackpool 007D,4176.4
E01012725,Blackpool 019D,6388.6
E01012726,Blackpool 017A,6240.4
E01012727,Blackpool 019E,4341.3
E01012728,Blackpool 017B,7363.5
E01012729,Blackpool 018B,4904.3
E01012730,Blackpool 018C,1311.7
E01012731,Blackpool 018D,1069.4
E01012732,Blackpool 018E,2470.7
E01012733,Blackpool 011B,10341.4
E01012734,Blackpool 011C,8955.9
E01012735,Blackpool 010C,7476.3
E01012736,Blackpool 010D,3271.6
E01012737,Blackpool 010E,4304
E01012738,Blackpool 011D,11751.5
E01012739,Blackpool 011E,8968.2
E01012740,Blackpool 012D,5941.6
E01012741,Blackpool 012E,6605.9
E01012742,Blackpool 011F,6010.6
E01012743,Blackpool 015B,6701.4
E01012744,Blackpool 015C,8833.9
E01012745,Blackpool 015D,5318.6
E01012746,Blackpool 015E,5884.4
E01012747,Blackpool 005C,6270.4
E01012748,Blackpool 006C,4612.3
E01012749,Blackpool 006D,7103.8
E01012750,Blackpool 005D,6560.3
E01012751,Blackpool 013D,6010.7
E01012752,Blackpool 017C,2573.8
E01012753,Blackpool 017D,5193.5
E01012754,Blackpool 017E,7440.9
E01012755,Blackpool 017F,5012.2
E01018308,Cheshire West and Chester 022A,79.8
E01018309,Cheshire West and Chester 029A,5340.6
E01018310,Cheshire West and Chester 029B,2683.7
E01018311,Cheshire West and Chester 029C,5628.2
E01018312,Cheshire West and Chester 029D,5033.2
E01018313,Cheshire West and Chester 031A,4537.9
E01018314,Cheshire West and Chester 031B,4318.2
E01018315,Cheshire West and Chester 031C,3649.2
E01018316,Cheshire West and Chester 031D,5940.2
E01018317,Cheshire West and Chester 031E,5907.6
E01018319,Cheshire West and Chester 036A,5319.6
E01018320,Cheshire West and Chester 041A,3621.2
E01018321,Cheshire West and Chester 041B,2768.5
E01018322,Cheshire West and Chester 041C,1756.7
E01018323,Cheshire West and Chester 039A,666
E01018324,Cheshire West and Chester 039B,279.1
E01018325,Cheshire West and Chester 039C,368.9
E01018328,Cheshire West and Chester 034B,7375.3
E01018330,Cheshire West and Chester 034D,573
E01018331,Cheshire West and Chester 034E,10797.1
E01018332,Cheshire West and Chester 043A,1875.7
E01018333,Cheshire West and Chester 043B,1246.2
E01018334,Cheshire West and Chester 043C,3425.6
E01018335,Cheshire West and Chester 046A,47.9
E01018336,Cheshire West and Chester 022B,3014.7
E01018337,Cheshire West and Chester 022C,79.3
E01018338,Cheshire West and Chester 022D,2694
E01018339,Cheshire West and Chester 047A,203
E01018340,Cheshire West and Chester 043D,1755.7
E01018341,Cheshire West and Chester 043E,724.3
E01018342,Cheshire West and Chester 043F,3642.2
E01018343,Cheshire West and Chester 033C,5340.8
E01018344,Cheshire West and Chester 036B,6391.6
E01018345,Cheshire West and Chester 032A,4387.8
E01018346,Cheshire West and Chester 032B,4786.3
E01018347,Cheshire West and Chester 032C,5706
E01018349,Cheshire West and Chester 030A,210.2
E01018350,Cheshire West and Chester 030B,974.9
E01018351,Cheshire West and Chester 044A,6242.6
E01018352,Cheshire West and Chester 044B,5619.1
E01018353,Cheshire West and Chester 044C,4235.3
E01018354,Cheshire West and Chester 044D,4302
E01018355,Cheshire West and Chester 047B,341.8
E01018356,Cheshire West and Chester 047C,49.4
E01018357,Cheshire West and Chester 047D,70.8
E01018358,Cheshire West and Chester 022E,233.5
E01018359,Cheshire West and Chester 022F,127.1
E01018360,Cheshire West and Chester 025A,113.7
E01018361,Cheshire West and Chester 033D,5489.4
E01018362,Cheshire West and Chester 028A,4519.1
E01018363,Cheshire West and Chester 028B,4093.9
E01018364,Cheshire West and Chester 027A,4900
E01018365,Cheshire West and Chester 027B,4447.2
E01018366,Cheshire West and Chester 025B,462.9
E01018367,Cheshire West and Chester 025C,128.6
E01018368,Cheshire West and Chester 030C,1015.5
E01018369,Cheshire West and Chester 046B,47.7
E01018370,Cheshire West and Chester 030D,243.4
E01018371,Cheshire West and Chester 046C,74.2
E01018372,Cheshire West and Chester 046D,63.2
E01018373,Cheshire West and Chester 047E,40.5
E01018374,Cheshire West and Chester 028C,1757.3
E01018375,Cheshire West and Chester 028D,5777.7
E01018376,Cheshire West and Chester 028E,2085.1
E01018377,Cheshire West and Chester 028F,1470.7
E01018378,Cheshire West and Chester 027C,7010
E01018379,Cheshire West and Chester 027D,3629.1
E01018380,Cheshire West and Chester 027E,893.4
E01018381,Cheshire West and Chester 036C,2459.4
E01018382,Cheshire West and Chester 036D,4852.8
E01018383,Cheshire West and Chester 032D,4850.7
E01018384,Cheshire West and Chester 032E,3744.8
E01018385,Cheshire West and Chester 039D,239.2
E01018386,Cheshire East 042A,2147.1
E01018387,Cheshire East 040A,1141.7
E01018388,Cheshire East 040B,4310
E01018389,Cheshire East 040C,1787.9
E01018390,Cheshire East 040D,701.8
E01018391,Cheshire East 042B,1076.2
E01018392,Cheshire East 042C,3912.3
E01018395,Cheshire East 026A,454.6
E01018396,Cheshire East 026B,4010.5
E01018397,Cheshire East 028A,1863.9
E01018398,Cheshire East 027A,3454.4
E01018399,Cheshire East 027B,2646
E01018400,Cheshire East 026C,4218.7
E01018401,Cheshire East 026D,4007.3
E01018402,Cheshire East 027C,2721.9
E01018403,Cheshire East 027D,2793.9
E01018404,Cheshire East 029A,635.5
E01018405,Cheshire East 029B,3666.9
E01018406,Cheshire East 029C,184.8
E01018407,Cheshire East 029D,1767.7
E01018408,Cheshire East 028B,2639.1
E01018409,Cheshire East 028C,2977.8
E01018410,Cheshire East 028D,2581.1
E01018411,Cheshire East 022B,227
E01018412,Cheshire East 022C,73.5
E01018413,Cheshire East 023A,750.5
E01018414,Cheshire East 023B,819.1
E01018415,Cheshire East 023C,2851.8
E01018416,Cheshire East 023D,3174.4
E01018417,Cheshire East 033B,364.6
E01018418,Cheshire East 033C,92.2
E01018419,Cheshire East 025A,2537.1
E01018420,Cheshire East 025B,3603.8
E01018421,Cheshire East 025C,1617.9
E01018422,Cheshire East 025D,412
E01018423,Cheshire East 025E,5832.3
E01018424,Cheshire East 024A,2444.8
E01018425,Cheshire East 024B,3475.6
E01018426,Cheshire East 024C,4472.7
E01018427,Cheshire East 024D,1683.5
E01018428,Cheshire East 033D,370.1
E01018429,Cheshire East 033E,973.7
E01018430,Cheshire East 033F,1541.7
E01018431,Cheshire East 033G,130.3
E01018432,Cheshire East 032A,3076.4
E01018433,Cheshire East 032B,1073.8
E01018434,Cheshire East 032C,1108.8
E01018435,Cheshire East 032D,2611.3
E01018436,Cheshire East 030A,1982.3
E01018437,Cheshire East 030B,3916.6
E01018438,Cheshire East 030C,1113.2
E01018439,Cheshire East 030D,917.7
E01018440,Cheshire East 031A,2808.2
E01018441,Cheshire East 031B,1593.2
E01018443,Cheshire East 031D,729
E01018445,Cheshire East 045A,2679.7
E01018446,Cheshire East 045B,4204.1
E01018447,Cheshire East 045C,9313.1
E01018448,Cheshire East 045D,4424
E01018449,Cheshire East 051A,89.1
E01018450,Cheshire East 051B,64.1
E01018451,Cheshire East 047A,5308.9
E01018452,Cheshire East 050A,4794.2
E01018454,Cheshire East 047B,6341.5
E01018455,Cheshire East 047C,901.6
E01018456,Cheshire East 047D,2267.6
E01018457,Cheshire East 047E,5248.3
E01018458,Cheshire East 051C,100.6
E01018459,Cheshire East 036A,5987.5
E01018460,Cheshire East 036B,4267
E01018461,Cheshire East 036C,4783.2
E01018462,Cheshire East 039A,5028.7
E01018463,Cheshire East 035A,4465.1
E01018464,Cheshire East 039B,2124.3
E01018466,Cheshire East 036D,6692.5
E01018468,Cheshire East 041B,3484.8
E01018469,Cheshire East 041C,337.4
E01018470,Cheshire East 041D,560.7
E01018471,Cheshire East 041E,3255.9
E01018472,Cheshire East 034A,5144.3
E01018473,Cheshire East 034B,5844.5
E01018474,Cheshire East 034C,5293.6
E01018475,Cheshire East 034D,4005.8
E01018476,Cheshire East 035B,8071.6
E01018477,Cheshire East 035C,3698.5
E01018478,Cheshire East 035D,1635.9
E01018479,Cheshire East 035E,1125.5
E01018481,Cheshire East 051D,30.7
E01018482,Cheshire East 037A,631
E01018483,Cheshire East 037B,1737.4
E01018484,Cheshire East 037C,2790.8
E01018485,Cheshire East 037D,7307.2
E01018486,Cheshire East 043A,5593.9
E01018487,Cheshire East 043B,10522.2
E01018488,Cheshire East 043C,3429.7
E01018489,Cheshire East 043D,15083.2
E01018490,Cheshire East 046A,2807.6
E01018491,Cheshire East 046B,851
E01018492,Cheshire East 046C,4431.5
E01018493,Cheshire East 048A,2798.3
E01018494,Cheshire East 048B,973.6
E01018495,Cheshire East 048C,1497.3
E01018496,Cheshire East 039C,5562.1
E01018497,Cheshire East 039D,3544.5
E01018498,Cheshire East 039E,3567.6
E01018499,Cheshire East 038A,2101.8
E01018500,Cheshire East 038B,4223.1
E01018501,Cheshire East 038C,1071.9
E01018502,Cheshire East 038D,944.4
E01018503,Cheshire East 050C,2697.2
E01018504,Cheshire East 050D,3180
E01018505,Cheshire East 046D,682.4
E01018506,Cheshire East 046E,2965.5
E01018507,Cheshire East 046F,3184.1
E01018508,Cheshire East 048D,1028.6
E01018509,Cheshire East 048E,2496.3
E01018510,Cheshire East 044A,520.9
E01018511,Cheshire East 044B,3249.4
E01018512,Cheshire East 044C,3997.7
E01018513,Cheshire East 044D,3847.5
E01018514,Cheshire East 051E,54.5
E01018515,Cheshire East 053F,62.4
E01018516,Cheshire East 053C,326
E01018518,Cheshire West and Chester 004A,97.3
E01018519,Cheshire West and Chester 007A,6389.1
E01018520,Cheshire West and Chester 007B,4807.9
E01018521,Cheshire West and Chester 011A,4535.2
E01018522,Cheshire West and Chester 010A,5263
E01018523,Cheshire West and Chester 008A,3692.8
E01018524,Cheshire West and Chester 008B,4670.6
E01018525,Cheshire West and Chester 007C,5238.1
E01018526,Cheshire West and Chester 016A,3991.5
E01018527,Cheshire West and Chester 016B,5092.8
E01018528,Cheshire West and Chester 009A,2634.2
E01018529,Cheshire West and Chester 009B,2588.3
E01018530,Cheshire West and Chester 009C,1613.5
E01018531,Cheshire West and Chester 009D,3270.6
E01018532,Cheshire West and Chester 006A,4219.5
E01018533,Cheshire West and Chester 006B,1029
E01018534,Cheshire West and Chester 001A,3518.2
E01018535,Cheshire West and Chester 001B,377.5
E01018536,Cheshire West and Chester 001C,2417.4
E01018537,Cheshire West and Chester 001D,202
E01018538,Cheshire West and Chester 010B,4131.3
E01018539,Cheshire West and Chester 010C,7635.8
E01018540,Cheshire West and Chester 010D,3130.5
E01018541,Cheshire West and Chester 008C,4184.7
E01018542,Cheshire West and Chester 008D,6262.9
E01018543,Cheshire West and Chester 008E,6153.5
E01018544,Cheshire West and Chester 006C,4287
